epoch,loss,val_loss
0,27.245296478271484,24.21062857473383
0,28.695636749267578,22.227550917654437
1,21.347301483154297,21.015425425041286
0,33.137672424316406,24.281438084543666
0,27.594749450683594,20.621754901079154
0,25.485307693481445,21.522344000973078
0,33.568214416503906,22.358999241975308
0,39.94902801513672,26.10180393768577
0,28.9379825592041,23.36644328908239
0,29.151132583618164,22.665587814032428
0,25.895830154418945,20.359430967482496
0,28.69831085205078,23.696622173900284
0,31.874317169189453,24.92185015589582
0,32.572845458984375,23.17824773871654
0,32.636356353759766,22.199239261755825
0,32.01374435424805,23.456657727184623
0,32.315059661865234,30.656536102294922
0,29.022701263427734,24.38918113708496
0,47.98781204223633,20.666305541992188
0,25.825719833374023,25.207599639892578
0,27.91732406616211,30.45418357849121
0,24.50462532043457,22.15369987487793
0,28.701513290405273,20.958248138427734
0,17.96126070022583,16.29500389099121
0,20.733191680908202,18.943378448486328
1,13.62468147277832,12.729105949401855
2,10.78013973236084,10.475895881652832
3,9.12952480316162,9.002304077148438
4,8.253959894180298,7.829528331756592
5,7.592621898651123,7.1262946128845215
6,7.106913328170776,6.756367206573486
7,6.758543157577515,6.483952522277832
8,6.445354223251343,6.2065839767456055
9,6.094645977020264,5.625026226043701
10,9.345016045570373,5.536803722381592
11,4.873788294792175,3.3220741748809814
12,3.1877953600883484,2.3957626819610596
13,2.4506191074848176,1.6691867113113403
14,2.103019864559174,1.4656094312667847
15,1.821162647008896,1.1680426597595215
16,1.6679974067211152,1.3647266626358032
17,1.633052911758423,1.034204125404358
18,1.5147760480642318,1.006286859512329
19,1.3906311106681823,0.8723925948143005
20,1.3216676968336105,0.8175727725028992
21,1.369371017217636,0.8486937880516052
22,1.2751006150245667,0.7975718975067139
23,1.221578935980797,0.7677051424980164
24,1.2697811096906662,0.7986266613006592
25,1.176505250930786,0.8604468703269958
26,1.2118343538045884,0.78763747215271
0,8.89299699306488,6.077001571655273
1,4.709123482704163,3.966956615447998
2,3.0312279272079468,2.440760612487793
3,2.4430558454990385,1.6222809553146362
4,1.9842681229114532,1.4326703548431396
5,1.8515167224407196,1.416759729385376
6,1.7213234603404999,1.959663987159729
7,1.8508955574035644,1.5534145832061768
8,1.5801020669937134,0.9816962480545044
9,1.460561336874962,0.9326784014701843
10,1.3840421134233474,0.906826376914978
11,1.3431857913732528,0.8825218081474304
12,1.280238357782364,0.9088929295539856
13,1.2544504487514496,1.164326548576355
14,1.2588328540325164,0.9024781584739685
15,1.2009931910037994,0.8938330411911011
16,1.1118126487731934,0.7699300050735474
17,1.1732751834392547,0.7413995862007141
18,1.1119457572698592,0.8303903341293335
19,1.108074101805687,0.6780818104743958
0,15.786083316802978,12.062955856323242
1,9.523684310913087,9.247570037841797
2,7.75388195514679,6.746886730194092
3,6.975400471687317,6.299623012542725
4,6.436846971511841,5.937852382659912
5,5.766041350364685,5.419045448303223
6,5.160402822494507,5.08465051651001
7,4.5868552923202515,4.66866397857666
8,4.273408377170563,4.441614151000977
9,3.760262596607208,3.5938990116119385
10,3.525211250782013,3.2193596363067627
11,3.223198127746582,2.8694519996643066
12,3.048133397102356,2.79687237739563
13,2.5645994782447814,2.361694574356079
14,2.413946920633316,1.8062084913253784
15,2.3206097424030303,2.280836820602417
16,2.14527285695076,1.822631597518921
17,2.0011160254478453,1.4877310991287231
18,1.7896676003932952,1.631980299949646
19,1.794963639974594,1.6471620798110962
0,21.569287490844726,18.52593421936035
0,19.046575260162353,15.41170597076416
0,19.439472007751466,16.72856903076172
0,19.683898830413817,16.543434143066406
0,18.572990226745606,15.385425567626953
0,17.80719633102417,16.80435562133789
0,18.21415786743164,15.525115013122559
0,19.09384756088257,17.51732635498047
0,18.873844051361083,14.643481254577637
0,18.617715454101564,16.937908172607422
0,17.80264358520508,14.39973258972168
1,12.341139793395996,12.029598236083984
2,9.777481079101562,9.884553909301758
3,8.614059925079346,8.046639442443848
4,7.945743608474731,7.200322151184082
5,7.220461416244507,6.536999225616455
6,6.946112823486328,6.2428812980651855
7,6.515534734725952,6.19459342956543
8,6.228083181381225,5.658693313598633
9,6.16375093460083,5.637372016906738
10,5.777144861221314,5.402563571929932
11,5.632527780532837,5.250635623931885
12,5.270352411270141,5.14702844619751
13,4.828789091110229,4.767756462097168
14,4.944952297210693,4.486581802368164
15,4.609138774871826,4.1729865074157715
16,4.143632292747498,4.1235551834106445
17,4.104025530815124,3.737490177154541
18,3.8091841459274294,4.4228668212890625
19,3.6170346260070803,3.218845844268799
20,3.3274109840393065,2.6530447006225586
21,3.086505126953125,2.9185116291046143
22,3.235498070716858,2.7077438831329346
23,3.0262271881103517,2.473092555999756
24,3.02029767036438,2.2673873901367188
25,2.7832433938980103,2.2063729763031006
26,2.5899651527404783,2.283775568008423
27,2.361956787109375,2.14697003364563
28,2.2302300691604615,1.808025598526001
29,2.3539915680885315,1.9289203882217407
